profile,gender,age,favorites_anime
StKGuard,Male,30,"['845', '2795', '71', '2581', '2904']"
Ojin,Male,29,"['6', '457', '813']"
yaoiwowie,Female,31,"['20507', '21995', '6', '8634', '11123', '9926', '21105', '3092', '4814', '25649']"
trainerlyra,Female,24,"['1575', '61', '34866', '22297', '33486']"
TheBigBoss91,Male,29,"['44', '1575', '813', '57', '2001']"
nvpknockout,Male,20,"['10793', '11617', '1575', '1735']"
Hatsudo,Male,24,"['13601', '10087', '918', '37450']"
Girao,Male,24,"['4181', '2904', '32615', '32281', '10162']"
Shadowsprinkles,Male,22,"['2130', '8425', '10087', '2966', '1575']"
pedomudkip,Male,25,"['16498', '1575', '10620', '10087']"
DivisionG,Male,26,"['13759', '2904', '2001', '7054', '11757']"
MizuDG,Male,24,"['3972', '11757', '1535', '2904', '1575']"
Ninsz,Female,28,"['355', '1482', '1887', '2787', '7054']"
Yuu120,Female,23,"['1575', '3588', '10620', '2904', '15085']"
ChinKs,Female,31,"['877', '1818', '5525', '1579', '269']"
louishutc,Male,22,"['4181', '23273', '1575']"
AccioAdventure,Female,22,"['2904', '9062', '6547', '4898']"
alucardftw,Male,24,"['777', '1575', '5114', '13601', '16498']"
just_julzz,Female,25,"['1575', '2904', '120', '10620', '3470']"
Shotaku,Male,21,"['1575', '6547']"
Malzakiel,Male,20,['23273']
xNixillis,Male,27,"['16782', '32281', '23847', '18897', '18153', '21647', '1689', '9989', '30015']"
HELLSATAN,Male,31,"['2581', '3927', '92', '1575', '341']"
celeste2070,Female,37,"['165', '50', '26', '239', '467']"
Warhero89,Male,31,"['269', '1535', '20', '1735', '2904']"
NikkieForNow,Female,19,"['27655', '22729']"
KennyK68,Male,22,"['1210', '30307', '20', '81', '96', '28851', '14719', '1535', '813', '31964']"
ZerosRebellion,Male,23,"['1575', '20', '6702', '28819', '2025', '20507', '174', '1735']"
MarvelMan121,Male,26,"['5114', '121', '1535', '1575']"
ChibiPotatoes,Male,28,"['9756', '790', '6547', '10800', '9253']"
Fluggyboi,Male,27,"['30', '7791', '35180', '4224', '23327', '849', '329', '18679', '339', '17549']"
LaytonsHat,Male,24,"['16498', '263', '9253', '11061', '31646', '34599', '1', '1210', '6033', '37779']"
Dashiawia,Male,29,"['9253', '4181', '5114', '19', '11061', '11741', '38329', '31240', '4224', '1210']"
Bird_Eater,Male,25,"['2605', '1889', '9756', '4181', '6746']"
JMichaels,Male,90,"['1535', '3002', '267', '263', '5114']"
SaraSlurpsCoffee,Female,25,"['19', '801', '4282', '5114', '9253']"
alexiusthecat,Female,21,"['918', '5114', '2001', '31478', '37779', '17549', '31933', '10408', '34712', '2251']"
Shakesgrl20,Female,36,"['33', '44', '1535', '226', '877']"
Samu-tan,Male,26,"['11741', '9253', '1889', '22297', '8426', '31240', '33095', '31043', '35120', '34798']"
MoeKaiser,Male,24,"['820', '457', '19', '3002', '22135', '7785', '31933', '1', '5114', '7311']"
robiu013,Male,28,"['323', '12431', '1535', '1210', '19', '57', '5114', '33', '43', '437']"
Zephariel,Male,28,"['5114', '269', '9253', '1575', '1535', '2025', '10793', '93', '90', '263']"
manofmanymanga,Male,25,"['35848', '32281']"
Crimson2OP,Male,23,"['2904', '813', '37510', '11061', '18689', '263', '35790', '5114', '9253', '31043']"
OzuThopia,Male,19,"['30', '820', '7785', '22135', '9253', '19', '227', '875', '441', '11061']"
Builder_K,Male,26,['355']
Roronoa,Male,19,"['14719', '11061', '5114', '7785', '17074']"
quirkless1,Male,19,"['5114', '16498', '2001', '37779', '11061', '30015', '23755', '37521', '11617', '6702']"
ookami-raikaze,Male,27,"['1575', '2904', '16498', '12413', '1535']"
android0100,Male,23,"['30', '1', '1698', '5081', '339', '10460']"
Mobtank,Male,34,"['143', '269', '935', '77', '2904']"
CSHCHnehir,Female,19,"['36649', '9253', '5114', '11061', '30016', '31933', '245', '31174', '20899', '14719']"
IAMTHEFUTURE,Male,30,"['21', '269', '6702', '9253', '6547']"
adhibiki,Male,23,"['13601', '7311', '245', '249', '269']"
fockosity,Male,24,"['12189', '14813', '1575', '2904']"
ShadowG,Male,30,"['189', '50', '390', '269', '180']"
BunBu-nny,Female,20,"['38691', '35120', '4898', '32998', '31798', '38000', '36649', '33352', '31478', '22319']"
Theo1899,Male,21,['43']
turbochan,Female,24,"['1535', '121']"
Blakido,Male,26,"['467', '820', '19', '1827', '43', '13601', '1535', '153', '437', '2418']"
Clifcon,Male,25,"['2904', '1535', '19815', '18679', '5114', '30276']"
paulojr_mam,Male,32,"['5114', '2904', '18115', '1535']"
sakura-blossom16,Female,26,"['1535', '205', '849', '121', '853']"
M1r,Male,28,"['813', '20', '269', '1535', '1689']"
Ligaea,Male,32,"['356', '8795', '9314', '245', '8525']"
Prophet-x,Male,27,"['934', '21', '5114', '1535', '457']"
ripperhf,Male,23,"['918', '9253', '21', '2904', '1535']"
Talgikiwi,Female,24,"['16498', '32182', '31964', '20', '36649', '23755', '28891']"
KonaKona4,Male,26,"['21', '2001', '205', '918', '3588']"
kennyk,Male,28,"['72', '1535', '4181', '245', '5114']"
TokisakiEatPocky,Male,18,"['1575', '31478', '6746', '1535', '9253', '28171', '22535', '9919', '527', '31043']"
SuperHalo,Male,25,"['14719', '26055', '37991', '31933', '31964', '33486', '36456', '22319']"
EmpressMileena,Male,25,"['9756', '790', '9253', '2251', '7785', '205']"
AllenWalkerNDC,Male,25,"['2001', '5114', '10793', '1604', '1482']"
Lawlz117,Male,19,"['2001', '9253', '5114', '4181', '1887', '11741', '7791', '35062']"
DoctorPotassium,Male,20,"['34822', '5680', '7791', '31765', '35557', '11757', '33489', '30276', '32281', '10165']"
taejiro,Male,23,"['13659', '8769', '33352', '14749', '31240']"
Drewguardo,Male,22,"['9253', '889', '777', '4224', '11061']"
Bransen82,Male,20,['1535']
DankMudkip,Male,26,"['24833', '33010', '28621', '8795']"
KojiNeko-chan,Male,18,"['30187', '9926', '589', '31174', '915', '30205']"
CodezWasTaken,Male,17,['1535']
LordTrickster,Male,20,"['20', '5114', '1535', '11617', '223', '1565', '527', '6702']"
youngbaesbrow,Female,21,"['1535', '32281', '23273']"
WhimsicalWhy,Male,21,"['4181', '1535', '2904', '23273', '18679', '30', '13601']"
FROXII,Male,33,"['523', '23273', '205', '1535', '8516', '6347']"
Mimerio,Male,26,"['9756', '53', '12815', '59', '9107']"
LittleByakko,Female,33,"['182', '144', '19', '523', '48']"
traenol,Male,41,"['1535', '189', '98', '5525', '269']"
Illuminate90,Male,30,"['32281', '22319', '9989', '1']"
Cybuddharf,Male,20,"['30276', '7724']"
Breeze_in,Male,27,"['1535', '934', '1575', '2966', '1519']"
Happy007,Male,19,"['34636', '10620', '32281', '27775', '29803', '30296', '34561', '13759', '19815']"
TatamiJohnny,Male,20,['1535']
HezaKiddo,Female,26,"['7054', '79', '1535', '120']"
Oktamere,Male,22,"['11061', '11771', '22319', '24833', '10620', '21185', '1559', '1604', '20', '11757']"
HellsHeaven,Female,23,"['1575', '2923', '249', '1535', '1221']"
fullmetaldoge,Female,18,['5114']
-Spooky-,Male,30,"['790', '1575', '227', '889', '4181']"
Rikuniji,Female,30,"['1535', '4535', '57', '4181']"
CoryJephcote,Male,26,"['9253', '30484', '232', '339', '35839']"
CaptSwarthmore,Male,32,"['1', '567', '90']"
iluvrainydayzz,Female,23,"['1691', '98', '120', '7054', '853']"
Animedabs,Female,14,['16498']
Eatafox,Male,20,['9379']
Jfgdnrysjfir,Female,20,['1535']
Crazy_Nightmare,Female,17,"['32995', '3588']"
hiddenhokage,Male,24,"['1735', '28755', '21', '30276', '31964', '34566', '20']"
nogumcandy92,Female,21,"['1887', '5114', '6707', '4898', '6746']"
Clawson2100,Female,21,"['469', '1691', '11499', '120', '1535']"
Lory_Erena,Female,23,"['30', '20583', '16498', '23283', '18179']"
jiznugget_x,Female,28,"['2581', '6746', '2605', '3366', '1535']"
theobviousalias,Female,26,"['121', '849', '392', '1535']"
leat1626,Male,28,"['1535', '4181', '9253', '21', '5114']"
Alejandro,Male,30,"['1535', '2001', '136', '21', '121']"
xShinigirl,Female,27,"['269', '226', '339', '101', '1535']"
Karategirl2012,Female,23,"['1482', '934', '8888', '1535', '68']"
Guynius,Male,26,"['10165', '1535', '121']"
LDeathNoteL,Male,22,"['2904', '31637', '28907', '19815', '23321', '17265', '5040', '1575', '1535']"
kaolil,Female,20,"['1535', '431', '20583', '28851', '31043', '32281']"
BulkKarma,Male,28,"['6547', '1575', '9756', '9253', '5678']"
donutapprentice,Female,22,"['5060', '317', '3588', '1535']"
chitown_biryani,Male,26,"['9756', '849', '13601', '6547', '2001', '9253', '10087', '30', '5114', '1575']"
Tobi13,Male,26,"['1535', '934', '19']"
xxDANIELAxx,Female,25,['1535']
EnvitChan,Female,30,"['269', '3588', '6702', '16498', '5114', '918', '9919', '31964', '32995', '20583']"
Nawas,Male,29,"['2001', '121', '270', '8074', '2104']"
KaosReaper9,Male,22,"['13759', '14741', '4181', '1575', '9253']"
tydila,Female,31,"['16099', '2685', '861', '60', '1535', '28297']"
renofheavens,Male,31,"['1210', '1735', '4524']"
Anime-Tastisch,Female,18,"['30694', '269']"
nhojaar,Male,26,"['32281', '31240', '9253', '18245', '23847', '1535', '28171', '31043', '31964', '2904']"
algadoh2,Male,23,"['1943', '16498', '1535']"
KurokoShadow75,Male,23,"['11771', '7661', '8676', '10030', '170', '31051', '30544']"
erri,Female,34,"['1829', '227']"
zedriccoil,Male,24,"['1535', '34096', '28977', '4181']"
tsurainu,Male,27,"['849', '918', '1535', '68', '1250', '23277', '30727']"
Amangupta26,Male,20,"['21', '16201', '195', '9969', '918', '5114', '1535']"
Jagamijs,Male,27,"['1889', '934', '1818', '1535']"
Reavery2k,Male,27,"['157', '189', '1535']"
daikiaomine198,Male,22,"['4224', '9253', '11771', '934', '5040']"
Aranara,Female,24,"['1535', '6547', '5114', '6746']"
EyedeaGrieves,Male,25,['1575']
SovereignFlaw,Female,26,"['30', '129', '121', '8634', '9989']"
Skitungen2,Male,24,"['245', '1535', '8074', '5680', '6880']"
Revsbech,Male,26,"['19', '1535', '267', '1210', '12431']"
nyanfish,Male,22,"['13601', '10620', '1535', '5114']"
Ixxiee_Izzy,Female,27,"['7724', '6702', '31964', '22319', '16498', '3457', '1535', '1482']"
obiarne,Male,19,"['1535', '1575', '28171', '14719']"
TheGoldnGuy,Male,20,"['1', '512', '10711', '2724', '35847', '31933', '30831', '18679', '4224']"
GJenki97,Female,23,"['2167', '1535']"
Weeazy,Male,17,"['1535', '23273', '31043']"
AkiMisaki15,Female,40,['1535']
FedeSakata,Male,26,"['5114', '918']"
Xhynk,Male,30,"['11757', '226', '5958', '1818', '6547', '30911', '32370']"
OneFreakingWeeb,Male,30,"['10087', '14719', '918', '5081', '11061', '32182', '6746', '31964', '24439', '35756']"
nekoXmuffins,Female,25,"['6682', '6347', '269', '5060', '4898']"
AlyssaTheLamb,Female,27,"['9756', '2025']"
TyandStuff,Male,22,"['1535', '5680', '7791']"
dbzfoREVer,Female,23,"['813', '392', '249', '1535', '20']"
hip-indeed,Male,34,['96']
Mattinsula,Male,22,"['28851', '30', '9253', '5114', '387', '1575', '1535', '4224', '5081', '392']"
4L,Female,26,"['3457', '20', '1735', '1535']"
Digitalised,Male,20,"['889', '1535', '5114', '4181']"
DevilsAngel9697,Female,23,"['721', '9756', '1384', '228', '134', '28223', '150']"
Alizar1n,Male,19,"['2904', '18679', '16894', '19815', '32182', '3731']"
Show_Man,Male,26,"['2904', '1535', '7724', '33', '11111', '32998', '457', '22135', '7674', '15809']"
Astloom,Male,17,"['11061', '21']"
farrkle,Male,18,"['23273', '32182', '9253', '1535']"
SuzukaYuiMoa,Male,29,['1535']
thevipinsingh,Male,26,"['32281', '16498', '5114', '1535']"
TisCuca,Male,23,"['263', '1535', '7674', '30', '14813', '820']"
Ramboll,Female,22,"['1535', '5114', '199', '9253']"
Enfade,Male,39,"['339', '437', '1', '6']"
Evane,Male,31,"['199', '2251', '2001', '5081', '440']"
Tantony1992,Male,28,"['32', '30', '11061', '199', '44', '949']"
mellolove29,Female,26,"['269', '120', '853', '20', '1535']"
iheartanime4eva,Female,24,"['3457', '1535', '150', '5114', '7054']"
caldxm,Male,36,"['11977', '395', '384', '2001', '1535']"
StrawHatJB,Male,26,"['19', '1535', '9253', '11061', '13601']"
Ellys-Kun,Male,25,"['16498', '1735', '21', '9253', '1575']"
Daiki2303,Male,18,"['25157', '1535', '16498', '23755', '27775']"
konoDIOdaaaa,Male,20,"['21', '5081', '15451', '31240', '14719', '38408', '33352', '22319', '1535']"
SweetBlossoms12,Female,18,"['23847', '21995', '6045', '33352', '16417', '21647']"
Michael_Jahrling,Male,24,"['28851', '164', '918', '5205', '10087', '18679', '30831', '44', '22297', '32281', '10588', '37999', '30', '9756', '10012', '9253', '47', '43', '437', '31251']"
IsMagic_,Male,18,"['5114', '12445', '24833', '6547', '9253', '4181', '12189', '27775', '9756', '226']"
VioleGrace107,Male,22,"['34561', '13601', '9756', '934', '22297', '18679', '11617', '10087', '9253', '45']"
KS31,Male,20,"['1575', '37450', '9253', '14397', '1', '12531', '35180', '4224', '1535', '13759', '30276', '4181', '7311', '32281', '23847', '57', '31988', '23273', '28171', '12189']"
BobP,Male,60,"['35062', '35427', '53']"
StickyBM,Male,21,"['6547', '33352', '22199', '35321', '28891', '20583', '28223']"
Vanox,Male,21,"['2001', '1575', '2966', '33352', '13759', '857', '14345', '10793', '4181', '11061']"
_h3Jash,Male,23,"['33352', '527']"
SamuraiChameleon,Male,28,"['2251', '6746', '33352', '1', '9253', '467', '205', '2025', '20507', '567']"
Hyrulle,Female,19,"['45', '3299', '101', '11061', '33352', '36456', '31339', '34599', '36649', '35790']"
natnaxon,Male,21,"['31043', '33352', '6746', '11757']"
14k,Male,22,"['20583', '28891', '31798', '31964', '32935', '35849', '199', '164', '578', '23755']"
TrainLucifer,Male,18,"['68', '10087', '37786', '35240', '16157']"
mrboomboomstick,Male,27,"['30', '2001', '18679', '20057', '849', '1']"
ansk,Male,21,"['33255', '21', '918']"
Aditya8795,Male,25,"['11887', '1535', '4224', '21', '19815', '32949', '19221', '14813']"
FoxyWeebMemeUwU,Male,22,"['9253', '34599', '33489', '26055', '14719', '35557', '14131', '33731', '227', '1']"
The_Duli,Male,20,"['12355', '1575', '28851', '33352', '32281']"
obi--one,Male,17,"['33352', '28851', '20899', '34798', '23283']"
LilyRainne,Female,17,"['28851', '31964', '31646', '34599', '35330', '23755']"
NevermindUnder12,Male,20,"['30', '1210', '7785', '339', '1', '387', '5114', '820', '457', '2966']"
cup-of-sleuth,Female,25,"['687', '12355', '33352', '18153', '10620', '11111', '32949', '24833', '35790', '30654']"
Japahispasian,Male,24,"['21', '4181', '28907', '37976', '32281', '33352']"
vietpride218,Male,24,"['16067', '4224', '32281', '28851', '34599', '23273', '9989', '20583', '34822', '32615']"
Pikita2,Male,23,"['30', '33', '18679', '22135', '13759', '33206', '634', '19', '1210']"
SugarAnime,Female,18,"['20047', '11111', '30279', '12403', '10495', '1535']"
FragileGlass,Male,19,"['33089', '25835', '853', '33489', '9756', '35839', '2251']"
JetNoir,Male,30,"['19', '387', '10800', '11061', '1698', '877', '457', '26', '1033', '16201']"
Azukano,Male,23,"['7791', '25835', '35839', '37999', '23623', '4192', '34822', '12189', '232', '35838', '16049', '30831', '35247', '38993', '488', '25879', '34798', '31173', '29787']"
Aslat24,Male,23,"['1023', '7311', '19', '22297', '1535', '820', '35839', '32', '30', '1', '32281', '1689']"
Danielthebeast,Male,25,"['32', '813', '35557', '35839', '37510', '37450', '1293', '23847', '38524', '37999']"
Emotional_Seal,Male,32,"['32281', '28977', '6746', '31646', '35180', '30276', '22135', '9989', '35788']"
DavidPavel,Male,22,"['28977', '35180', '820', '19', '801', '5114', '457', '338', '170', '17074']"
Grekinski,Male,22,"['14719', '21', '2001', '32281', '1943', '16498', '30276', '30', '37991', '31964']"
Kiwifruit777,Male,24,"['35839', '34599', '19815']"
kelvin254kk,Male,30,"['6547', '4181', '5958', '22729', '9253', '35839', '33502', '32281', '23273']"
NickDrake,Female,24,"['35839', '22135', '820', '24701', '1', '7785', '7465', '2251', '239', '19']"
titinaelegante,Female,25,"['35839', '9989', '31043', '14349', '5114']"
renzpapunas,Male,22,"['627', '21', '20', '269', '263', '918']"
Fuyu2001,Male,19,"['36098', '7311', '31646', '4224', '28851', '4181', '22147', '1530', '35062', '14515']"
24Nugget,Male,20,"['32281', '5114', '34822', '11843', '6746']"
Jen_Chi_No,Male,19,['23273']
Synchronisity,Male,25,"['918', '256', '16782', '34542', '12531', '790', '27', '15809', '270', '31414']"
AzeElcinR,Male,16,"['1614', '2116', '31043', '32281']"
tison98,Male,22,"['17729', '33352', '23273', '9253', '918', '28851', '28907', '20785', '4224', '38000']"
Sarinya,Male,20,"['16592', '15583', '37779', '4224', '35860', '9989', '14741', '28999', '7593', '2403']"
Flitzpipe,Male,23,"['145', '33206', '1887', '37510', '32', '227', '32182', '512', '237', '30']"
Amm0s,Male,20,"['38000', '33352', '11061', '22535', '1735', '3731', '33206', '18153', '28171', '20507']"
piggle66,Female,18,"['21', '18115', '32182']"
Castawayz,Male,21,"['1571', '28851', '28297', '853', '2104', '4654']"
amykinsxoxo,Female,26,"['30276', '205', '1735', '31964', '37779', '5114', '10620', '13601', '38408', '38000']"
RetardedHyena,Male,22,"['5081', '35079', '31376']"
andrex316,Male,31,"['21', '4181', '849', '2001', '226']"
LucasLite,Male,29,"['21', '45', '1535', '10271', '5681']"
Half-Gifts,Male,22,"['12531', '2159', '30', '7791', '19363', '17895', '32977', '25835', '32182']"
Ricky_Shanklin,Male,17,['32182']
Marsigne,Male,22,"['33486', '15125', '34881', '31964', '32182']"
aelove,Female,29,"['996', '28977', '1', '1575', '249', '2251', '24', '4181', '4155', '9253']"
patamon,Female,32,"['9893', '20583', '32995']"
fullmetaljoe,Male,26,"['245', '21', '5781']"
AlphaStrike,Male,28,"['2904', '20159', '481', '482', '1313', '31964', '33513', '22319', '11111', '2985']"
Brolly_AF,Male,32,"['226', '270', '64', '21', '268']"
AkatsukiPein143,Male,26,"['3588', '2904', '5258', '21', '20']"
arohagy,Female,21,"['11061', '1575', '479', '21', '9253', '33486', '13759', '20583', '37208', '13261']"
mirajosefin,Female,20,"['120', '32182', '28851', '31964', '20583']"
andgrond,Male,28,"['21', '263', '2001', '1535', '1530']"
kitteh,Female,38,"['21', '150', '249', '966', '317']"
ChibiAyane,Female,33,"['21', '71', '2025', '1575']"
rowyn,Female,44,"['21', '135', '457', '1827', '153']"
lzumi-chan,Female,28,"['11061', '21', '5114', '18115', '11771']"
Reign-Senpai,Male,24,"['19', '457', '30', '820', '182', '1210', '9253', '11061', '6746', '11665']"
lostami,Male,31,"['4970', '1292', '121', '2904', '1575']"
Robin-,Female,27,"['251', '1575', '2904', '21']"
-xAttack609x-,Male,24,"['36456', '38524', '32281', '4181', '9253', '37510', '2904', '5114', '28171', '23273']"
Asmaa_Baz,Female,23,"['38000', '38003', '31646', '19', '28891', '235', '21', '9253', '5114', '16498']"
xStephyRawr,Female,25,"['1735', '853', '3092', '7054', '21']"
TrafalgarNancy,Female,21,"['8425', '11741', '1575', '5114', '21']"
xyne199,Female,23,"['200', '325', '2034', '21', '22']"
cornchuck,Male,23,"['21', '1735', '136', '22535']"
Divergence_1_EVO,Male,26,"['5114', '4181', '2001', '9253', '790']"
homesafe,Male,23,"['5081', '21', '2001', '6594', '2904', '5114', '1735', '23755', '31240', '18679']"
SaruYellowCurry,Male,32,"['918', '5114', '14719', '23273', '30276']"
sucikidane,Male,31,"['918', '21', '11843', '5114', '250']"
Nomyz,Male,34,"['11061', '11617', '12445', '4063', '21']"
